term,estimate,std.error,statistic,p.value,data,time_secs,estimator,n,n_clus,seed
x,0.27774970598941895,0.11138345314479069,6.218216803065081,0.01264423995442021,raw data,191.44427299499512,GEE,5000,5,15
(Intercept),-0.6700907046685025,0.3485320539395187,3.696423612430417,0.05452923021704359,aggregated data,0.01082277297973632,GEE,5000,5,15
x,0.27519546733138417,0.1187297061180334,5.372343428733377,0.02045847378867826,aggregated data,0.01082277297973632,GEE,5000,5,15
x,0.3108174269535914,0.06217886730599158,4.998763091389425,5.769924116165403e-7,raw data,NA,GLM,5000,5,15
x,0.31081742695393416,0.06217887842857148,4.998762197214418,5.769950868895972e-7,aggregated data,NA,GLM,5000,5,15
(Intercept),-0.9867078913057332,0.36378147919643367,7.35692000841256,0.00668051313435968,raw data,166.58299589157104,GEE,5000,5,16
x,0.31796913693871964,0.0615394704128543,26.696997883784128,2.3799099513333033e-7,raw data,166.58299589157104,GEE,5000,5,16
(Intercept),-1.0016687023922213,0.3968729159769748,6.370085833702447,0.0116059981925809,aggregated data,0.00905990600585937,GEE,5000,5,16
x,0.2651264215164978,0.07234048098028541,13.43207896107351,2.473578383215269e-4,aggregated data,0.00905990600585937,GEE,5000,5,16
x,0.3656809856279136,0.06653308371749295,5.496227819240075,3.880011976609833e-8,raw data,NA,GLM,5000,5,16
x,0.3656809856270819,0.06653307651029514,5.496228414606644,3.879998883977521e-8,aggregated data,NA,GLM,5000,5,16
(Intercept),-1.5319228158896474,0.27235528824986116,31.63749899213432,1.8580682437097096e-8,raw data,144.50198006629944,GEE,5000,5,17
x,0.26867915116224145,0.06038111860718657,19.800019880254215,8.598178234064946e-6,raw data,144.50198006629944,GEE,5000,5,17
(Intercept),-1.5363791251848722,0.2962558661793737,26.89446307239592,2.1487358636829157e-7,aggregated data,0.00545191764831543,GEE,5000,5,17
x,0.30549364415101304,0.06864734105146718,19.80418241117346,8.57947398147374e-6,aggregated data,0.00545191764831543,GEE,5000,5,17
x,0.28763537059633293,0.0743321425404089,3.869596123103364,1.0901579458649588e-4,raw data,NA,GLM,5000,5,17
x,0.2876353705956931,0.074332116984827,3.869597453472319,1.0901519975041862e-4,aggregated data,NA,GLM,5000,5,17
(Intercept),-0.9894183627709628,0.4723325549068604,4.3879752863280395,0.03619327027368735,raw data,148.12236499786377,GEE,5000,5,18
x,0.2656291351083552,0.06058542524124622,19.22273130510627,1.1632003247497025e-5,raw data,148.12236499786377,GEE,5000,5,18
(Intercept),975774306495992.4,1815215259568776.5,0.28896316743786543,0.5908857242529255,aggregated data,0.0112619400024414,GEE,5000,5,18
x,-526627274165033.5,205356744745587.2,6.576408050898947,0.01033392206215844,aggregated data,0.0112619400024414,GEE,5000,5,18
x,0.3412336496311339,0.07090839056406803,4.812316947496054,1.4919050181908755e-6,raw data,NA,GLM,5000,5,18
x,0.34123364965392466,0.07090865990845764,4.812298668377795,1.4920415182866191e-6,aggregated data,NA,GLM,5000,5,18
(Intercept),-1.3464099342330251,0.35163119774295404,14.66154760096324,1.2864407957624557e-4,raw data,130.5274019241333,GEE,5000,5,19
x,0.20501774924158436,0.04110751683881344,24.87370251898807,6.121176254758609e-7,raw data,130.5274019241333,GEE,5000,5,19
(Intercept),-1.2610969277795807,0.37632690369467414,11.229654661726263,8.05006224339766e-4,aggregated data,0.0073559284210205,GEE,5000,5,19
x,0.21659595311590177,0.03678247068957037,34.67519250814728,3.895643807538818e-9,aggregated data,0.0073559284210205,GEE,5000,5,19
x,0.22708906993776964,0.07182106708413513,3.161872681058123,0.00156758086243391,raw data,NA,GLM,5000,5,19
x,0.2270890699377709,0.07182107158159941,3.161872483060406,0.00156758192825453,aggregated data,NA,GLM,5000,5,19
(Intercept),-0.9832049168353386,0.4556053945301994,4.657044289113243,0.03092638550012627,raw data,141.86954617500305,GEE,5000,5,20
x,0.22700320542353028,0.03150328877955296,51.92209303193358,5.774269951075439e-13,raw data,141.86954617500305,GEE,5000,5,20
(Intercept),827000539813926.25,1399839115222874.5,0.3490240363522747,0.5546661199892593,aggregated data,0.01151108741760253,GEE,5000,5,20
x,947263027225353.75,155683568573645.38,37.02163693050747,1.1682563805237576e-9,aggregated data,0.01151108741760253,GEE,5000,5,20
x,0.2883455431281939,0.0709300678887089,4.065208898158894,4.798945882030489e-5,raw data,NA,GLM,5000,5,20
x,0.2883455431282113,0.0709300698143427,4.065208787795458,4.798948152975946e-5,aggregated data,NA,GLM,5000,5,20
(Intercept),-1.1021042956927345,0.38379846705098264,8.245916235100458,0.00408437868895927,raw data,643.4906480312347,GEE,7500,5,1
x,0.21858138232843768,0.02752359327808333,63.06901861090674,1.9984014443252818e-15,raw data,643.4906480312347,GEE,7500,5,1
(Intercept),-0.9322298459461656,0.7515104892796164,1.538777802258499,0.21479981855033004,aggregated data,0.00755810737609863,GEE,7500,5,1
x,0.1990979989870413,0.05299054240347072,14.116825962918098,1.7180013002215944e-4,aggregated data,0.00755810737609863,GEE,7500,5,1
x,0.25648208044744897,0.0568040424563217,4.515208237946544,6.325457870444439e-6,raw data,NA,GLM,7500,5,1
x,0.256482080576076,0.05680449873613804,4.515171971985144,6.326540478162194e-6,aggregated data,NA,GLM,7500,5,1
(Intercept),-1.2301133106626614,0.41473337571406943,8.797357937461186,0.00301667096691327,raw data,482.3437759876251,GEE,7500,5,2
x,0.2773409126004147,0.03428041999717757,65.45391259693207,5.551115123125785e-16,raw data,482.3437759876251,GEE,7500,5,2
(Intercept),-2013733737005036,587157663703648.25,11.762364259743538,6.044040674144657e-4,aggregated data,0.00684285163879394,GEE,7500,5,2
x,-207291902585365,113002998296124.69,3.3649974684552766,0.06659568644418223,aggregated data,0.00684285163879394,GEE,7500,5,2
x,0.3376897400221333,0.05949553412057656,5.675883829158584,1.3797439456692922e-8,raw data,NA,GLM,7500,5,2
x,0.33768974413979447,0.05949808048681637,5.675640984999845,1.3817029074981616e-8,aggregated data,NA,GLM,7500,5,2
(Intercept),-1.650154571717332,0.26154417348269565,39.80697305333064,2.803424159480983e-10,raw data,505.2306270599365,GEE,7500,5,3
x,0.1971813425762388,0.08379337068840911,5.537481866887958,0.01861334731544894,raw data,505.2306270599365,GEE,7500,5,3
(Intercept),-1.8112475343485184,0.2876056960024981,39.66072497915557,3.02140867880496e-10,aggregated data,0.00913882255554199,GEE,7500,5,3
x,0.2273650919265373,0.09629582787300953,5.574842873112996,0.01822029981554507,aggregated data,0.00913882255554199,GEE,7500,5,3
x,0.20408298577617465,0.0624446327830134,3.268223011020582,0.00108225052907838,raw data,NA,GLM,7500,5,3
x,0.2040829857761732,0.06244463460720081,3.2682229155463633,0.00108225089418138,aggregated data,NA,GLM,7500,5,3
(Intercept),-0.7455458841790366,0.2885849413970234,6.6742339074269355,0.00978165465661384,raw data,328.0918400287628,GEE,7500,5,4
x,0.2724161085580158,0.04077765666685548,44.62939912273218,2.3808954807691407e-11,raw data,328.0918400287628,GEE,7500,5,4
(Intercept),-0.8474682127261148,0.30109942379369825,7.921856771986759,0.0048841122172587,aggregated data,0.00422596931457519,GEE,7500,5,4
x,0.2570984860525123,0.04566639492131878,31.696082042486804,1.8028553649962475e-8,aggregated data,0.00422596931457519,GEE,7500,5,4
x,0.3043783750235676,0.05138900909868146,5.923024793863506,3.160731672531691e-9,raw data,NA,GLM,7500,5,4
x,0.3043783750239007,0.05138901890176206,5.923023663980944,3.1607533978902743e-9,aggregated data,NA,GLM,7500,5,4
(Intercept),-0.8933357404085434,0.4563815554317685,3.831539001797855,0.05029673029207937,raw data,376.916934967041,GEE,7500,5,5
x,0.24431259895180557,0.03614151955382878,45.696076277718845,1.380995318100986e-11,raw data,376.916934967041,GEE,7500,5,5
(Intercept),-0.7066063800813851,0.4278853626733958,2.7270948834560977,0.09865859773460728,aggregated data,0.00642204284667968,GEE,7500,5,5
x,0.2821522482816632,0.03994188412972375,49.90107890126599,1.616928813064078e-12,aggregated data,0.00642204284667968,GEE,7500,5,5
x,0.31774953628856994,0.05711683495396928,5.563150278628809,2.649475373243041e-8,raw data,NA,GLM,7500,5,5
x,0.31774953628846053,0.05711682410294493,5.5631513355112725,2.6494593203442626e-8,aggregated data,NA,GLM,7500,5,5
(Intercept),-0.7897481190532535,0.3229106833271633,5.981531210227466,0.01445644595802397,raw data,338.78009009361267,GEE,7500,5,6
x,0.19509962628951047,0.02085706120037749,87.49971612748843,0,raw data,338.78009009361267,GEE,7500,5,6
(Intercept),2319307958869936,7246953619924611,0.10242497647446328,0.7489387486472541,aggregated data,0.00667214393615722,GEE,7500,5,6
x,1012763807074506,370494667332137,7.472267701303343,0.00626565806099321,aggregated data,0.00667214393615722,GEE,7500,5,6
x,0.22225259665184913,0.05267256454611541,4.219513489935819,2.448300740957143e-5,raw data,NA,GLM,7500,5,6
x,0.2222525966521744,0.05267258214889863,4.2195120798121275,2.448316053426185e-5,aggregated data,NA,GLM,7500,5,6
(Intercept),-1.2405441233921537,0.6431563188643215,3.7204146844435577,0.05375102004632159,raw data,358.1059670448303,GEE,7500,5,7
x,0.1456602940462622,0.03767021063562916,14.951551719979358,1.1030730785133168e-4,raw data,358.1059670448303,GEE,7500,5,7
(Intercept),112949894912223380,8911361796599373,160.65102842422792,0,aggregated data,0.00621318817138671,GEE,7500,5,7
x,1119261822079916.6,208699298692429.56,28.762153596357944,8.183475352918634e-8,aggregated data,0.00621318817138671,GEE,7500,5,7
x,0.2255257107573996,0.06816602975449715,3.308476547183986,9.380504117847512e-4,raw data,NA,GLM,7500,5,7
x,0.22552571075744837,0.06816603267069271,3.308476405645518,9.380508859363826e-4,aggregated data,NA,GLM,7500,5,7
(Intercept),-1.241291455773777,0.24775904581144303,25.10085370290049,5.440876533757688e-7,raw data,362.79836106300354,GEE,7500,5,8
x,0.3788249491909838,0.02572680360927125,216.8230677527984,0,raw data,362.79836106300354,GEE,7500,5,8
(Intercept),-2195615605925649.5,476345084333465.3,21.245611823528783,4.0403429180102535e-6,aggregated data,0.00754499435424804,GEE,7500,5,8
x,1041784433290849.3,166636710578475.28,39.0853818751924,4.056700531052115e-10,aggregated data,0.00754499435424804,GEE,7500,5,8
x,0.4036779516585903,0.0549074713000398,7.351967630283088,1.9531011283675777e-13,raw data,NA,GLM,7500,5,8
x,0.40367795165881454,0.05490748722901782,7.351965497439054,1.9531323017621978e-13,aggregated data,NA,GLM,7500,5,8
(Intercept),-1.6273609451855422,0.22450340980915043,52.543850485717506,4.2077452633293443e-13,raw data,327.1577219963074,GEE,7500,5,9
x,0.3658661589687328,0.020438584486060202,320.4371443687103,0,raw data,327.1577219963074,GEE,7500,5,9
(Intercept),-2.1850501007760874,0.5568036927522038,15.399924259219809,8.69917806414211e-5,aggregated data,0.00652599334716796,GEE,7500,5,9
x,0.3526972980613719,0.07145308930621153,24.364765979215814,7.97133785424009e-7,aggregated data,0.00652599334716796,GEE,7500,5,9
x,0.3810061511506601,0.06054636503391823,6.2927997566364144,3.1179044445859207e-10,raw data,NA,GLM,7500,5,9
x,0.381006151180482,0.06054653748973941,6.292781833231167,3.118264608411091e-10,aggregated data,NA,GLM,7500,5,9
(Intercept),-1.6132928288515058,0.2194769368501122,54.03169927223994,1.9728663147589034e-13,raw data,331.5144820213318,GEE,7500,5,10
x,0.2349634398619799,0.05824992516669573,16.270834952825965,5.490253090256747e-5,raw data,331.5144820213318,GEE,7500,5,10
(Intercept),-1.603661866810982,0.2048440973509584,61.28845822572008,4.884981308350689e-15,aggregated data,0.00484108924865722,GEE,7500,5,10
x,0.2581336542127956,0.05974419045545109,18.668004521869864,1.5557123261844552e-5,aggregated data,0.00484108924865722,GEE,7500,5,10
x,0.24301889850710223,0.06156627229372873,3.9472732301815294,7.90463293717261e-5,raw data,NA,GLM,7500,5,10
x,0.2430188985071159,0.06156628231706974,3.947272587543214,7.904654147308921e-5,aggregated data,NA,GLM,7500,5,10
(Intercept),-1.6052524490287186,0.4427505360348102,13.145239132406028,2.8825072500926474e-4,raw data,381.3146412372589,GEE,7500,5,11
x,0.29911543450288075,0.02545588945659978,138.07056248042034,0,raw data,381.3146412372589,GEE,7500,5,11
(Intercept),-1.4179323786831242,0.4432422384435765,10.233607609609829,0.00137904674700695,aggregated data,0.00421905517578125,GEE,7500,5,11
x,0.33752507905412565,0.03450368939318454,95.69318819744304,0,aggregated data,0.00421905517578125,GEE,7500,5,11
x,0.35390061769628195,0.06532396041868528,5.417623417625061,6.039645777679606e-8,raw data,NA,GLM,7500,5,11
x,0.35390061769693726,0.06532399684441799,5.4176203966793635,6.039747795321086e-8,aggregated data,NA,GLM,7500,5,11
(Intercept),-1.6089312280709576,0.6561813183243156,6.0121144390826,0.01420799237961445,raw data,355.9336459636688,GEE,7500,5,12
x,0.13966731897360438,0.06118599884573315,5.2105730012736435,0.02244993464851585,raw data,355.9336459636688,GEE,7500,5,12
(Intercept),-1.13664629237271,0.3490418686033044,10.604632659556383,0.00112804666558075,aggregated data,0.008897066116333,GEE,7500,5,12
x,0.25709014692715804,0.04406406723542885,34.040952410891826,5.396424973547198e-9,aggregated data,0.008897066116333,GEE,7500,5,12
x,0.19630143548889611,0.07259331511461942,2.7041255131956823,0.00684844154633314,raw data,NA,GLM,7500,5,12
x,0.19630143548914045,0.07259327649224145,2.704126951896441,0.00684841189357807,aggregated data,NA,GLM,7500,5,12
(Intercept),-0.5920998946586497,0.31177294253127813,3.606725778082238,0.05754631199185145,raw data,421.2676410675049,GEE,7500,5,13
x,0.2094003962033684,0.03971705041923561,27.797198073007337,1.347210810687116e-7,raw data,421.2676410675049,GEE,7500,5,13
(Intercept),-1.194261164196877,0.8103884897485337,2.171761309540052,0.14056515938937508,aggregated data,0.00661706924438476,GEE,7500,5,13
x,0.1853530192449831,0.07802641899928878,5.643077026740306,0.01752442501624174,aggregated data,0.00661706924438476,GEE,7500,5,13
x,0.23483393600170685,0.05080364202631488,4.6223838810624915,3.793551681368487e-6,raw data,NA,GLM,7500,5,13
x,0.23483393600210664,0.05080365193986084,4.622382979083725,3.7935681810424064e-6,aggregated data,NA,GLM,7500,5,13
(Intercept),-0.3199266512235937,0.4011568926103341,0.6360222708654524,0.42515487169801625,raw data,311.64042711257935,GEE,7500,5,14
x,0.2053793017356404,0.05621005840024783,13.350123180936322,2.584056507374255e-4,raw data,311.64042711257935,GEE,7500,5,14
(Intercept),-0.06857711764458885,1.1789331084578112,0.00338360864662233,0.9536141770481452,aggregated data,0.00516295433044433,GEE,7500,5,14
x,0.23131266309090057,0.04155565240432243,30.984080152389833,2.6015357756925546e-8,aggregated data,0.00516295433044433,GEE,7500,5,14
x,0.2585705308014829,0.05258028813383962,4.917632443232506,8.759718953198279e-7,raw data,NA,GLM,7500,5,14
x,0.25857053080151726,0.05258028849174902,4.917632409759268,8.759720450614264e-7,aggregated data,NA,GLM,7500,5,14
(Intercept),-0.6343520165727641,0.33181407919763223,3.654862394033961,0.05590577308018107,raw data,332.9252109527588,GEE,7500,5,15
x,0.2186877063592021,0.06901423377838646,10.040871241837191,0.00153104773355761,raw data,332.9252109527588,GEE,7500,5,15
(Intercept),-0.8596738911815295,0.19054652222560384,20.354733520042156,6.43337475048078e-6,aggregated data,0.00561308860778808,GEE,7500,5,15
x,0.2587969961316122,0.04454328171669203,33.75623809359643,6.246840822399235e-9,aggregated data,0.00561308860778808,GEE,7500,5,15
x,0.24573339339658504,0.05088436336297984,4.8292516041453455,1.3704715369754924e-6,raw data,NA,GLM,7500,5,15
x,0.24573339339690875,0.05088437176610124,4.829250806641861,1.3704770252643751e-6,aggregated data,NA,GLM,7500,5,15
(Intercept),-0.9598051210179042,0.3456598543849368,7.710246098214703,0.00549082656072996,raw data,401.5653738975525,GEE,7500,5,16
x,0.2787790440758913,0.03723137711867958,56.06631963926445,7.005507285384739e-14,raw data,401.5653738975525,GEE,7500,5,16
(Intercept),-1.467542714966681,0.45716849470634,10.304547230506405,0.00132702807825435,aggregated data,0.00570988655090332,GEE,7500,5,16
x,0.33825657408500664,0.09209287776169564,13.4908838570357,2.3972525061355388e-4,aggregated data,0.00570988655090332,GEE,7500,5,16
x,0.3186878553666495,0.05469616544166227,5.826511836676284,5.659785458948131e-9,raw data,NA,GLM,7500,5,16
x,0.31868785537213334,0.05469626379236398,5.826501359981824,5.660140608200112e-9,aggregated data,NA,GLM,7500,5,16
(Intercept),-1.5000940978191946,0.2930278245831101,26.207119122576533,3.066898008885488e-7,raw data,319.70103216171265,GEE,7500,5,17
x,0.22670354469017295,0.03036987786022517,55.722492038002535,8.348877145181177e-14,raw data,319.70103216171265,GEE,7500,5,17
(Intercept),-1.3216073504035817,0.3026608761581384,19.067437033693412,1.261795585416614e-5,aggregated data,0.00619101524353027,GEE,7500,5,17
x,0.13371350828279507,0.05981947327784667,4.996494319742196,0.02539871333884269,aggregated data,0.00619101524353027,GEE,7500,5,17
x,0.24362035404058105,0.06009779515912172,4.053731977946017,5.040696581507206e-5,raw data,NA,GLM,7500,5,17
x,0.24362035480055017,0.06009893188907662,4.053655317039499,5.0423495200324175e-5,aggregated data,NA,GLM,7500,5,17
(Intercept),-0.9910597093093269,0.46589009060242137,4.525147031239313,0.03340020547200983,raw data,330.65196204185486,GEE,7500,5,18
x,0.1927047912420974,0.0183195050543822,110.6515631416258,0,raw data,330.65196204185486,GEE,7500,5,18
(Intercept),934787544423096.75,1538736483387958.5,0.369060301308683,0.5435169304708753,aggregated data,0.00763320922851562,GEE,7500,5,18
x,-1027657843956919.4,2092434086377518.8,0.24120900133277093,0.6233342707871057,aggregated data,0.00763320922851562,GEE,7500,5,18
x,0.24676105767339537,0.0579748374812617,4.256347553421811,2.0779360633303123e-5,raw data,NA,GLM,7500,5,18
x,0.24676105767712447,0.05797493871025878,4.256340121554274,2.078005102903108e-5,aggregated data,NA,GLM,7500,5,18
(Intercept),-1.4493862887814797,0.3236336985469355,20.056762146022628,7.517723632055606e-6,raw data,423.6327691078186,GEE,7500,5,19
x,0.30916366405465545,0.03646576473053532,71.87969738705166,0,raw data,423.6327691078186,GEE,7500,5,19
(Intercept),-1.4994748356004208,0.368061317921442,16.597321621227,4.6216243109409305e-5,aggregated data,0.00598096847534179,GEE,7500,5,19
x,0.3952186434347129,0.06338076965176234,38.88300569650297,4.4998094139714335e-10,aggregated data,0.00598096847534179,GEE,7500,5,19
x,0.33822344337191157,0.05992289944548527,5.644310380535067,1.6584464928980106e-8,raw data,NA,GLM,7500,5,19
x,0.3382234433719086,0.05992290291944452,5.644310053312816,1.6584496468453964e-8,aggregated data,NA,GLM,7500,5,19
(Intercept),-1.0023204314230936,0.5043705806013417,3.949241325648115,0.04689250456988703,raw data,368.4452641010285,GEE,7500,5,20
x,0.22329223947102397,0.04582267052195062,23.74578147039453,1.09936072001382e-6,raw data,368.4452641010285,GEE,7500,5,20
(Intercept),-2873813410402842,819770737810271,12.289446134156842,4.555269009322016e-4,aggregated data,0.00694704055786132,GEE,7500,5,20
x,2514097274602022,121146167085362.08,430.670176374502,0,aggregated data,0.00694704055786132,GEE,7500,5,20
x,0.2966781271764547,0.05938516338940809,4.995829096756683,5.858352554753437e-7,raw data,NA,GLM,7500,5,20
x,0.29667812718083453,0.05938525628815183,4.995821281654145,5.858589831631791e-7,aggregated data,NA,GLM,7500,5,20
(Intercept),-1.0767056937759163,0.371527680901086,8.398692213418725,0.00375491050884391,raw data,1307.7447202205658,GEE,10000,5,1
x,0.2363478858111264,0.01432342807596455,272.2760868664179,0,raw data,1307.7447202205658,GEE,10000,5,1
(Intercept),-0.8786987596946187,0.4260958904546728,4.252705761598409,0.03918784679870835,aggregated data,0.00691509246826171,GEE,10000,5,1
x,0.26200520232242214,0.05110933159025725,26.27964091882799,2.953861983900907e-7,aggregated data,0.00691509246826171,GEE,10000,5,1
x,0.2748127730943127,0.04866811370099284,5.646669907584818,1.6358548904156554e-8,raw data,NA,GLM,10000,5,1
x,0.2748127731088405,0.04866823865847873,5.646655409851452,1.6359927839805237e-8,aggregated data,NA,GLM,10000,5,1
(Intercept),-1.234153727837367,0.4229780070853658,8.513398164369649,0.00352541109418136,raw data,932.8021199703217,GEE,10000,5,2
x,0.27205049493533,0.0380354440245927,51.15900150665645,8.517631044924201e-13,raw data,932.8021199703217,GEE,10000,5,2
(Intercept),-1.3861001464726803,0.6601982826806613,4.407988351977289,0.03577100023296931,aggregated data,0.00344586372375488,GEE,10000,5,2
x,0.26772125052901946,0.03068747488771704,76.11029087525522,0,aggregated data,0.00344586372375488,GEE,10000,5,2
x,0.33175869494578275,0.0515365476527214,6.437348057951727,1.2157892620924229e-10,raw data,NA,GLM,10000,5,2
x,0.3317586949452243,0.05153652613157832,6.437350746113707,1.2157677377694516e-10,aggregated data,NA,GLM,10000,5,2
(Intercept),-1.7108411522575369,0.2475012714385073,47.7820202181806,4.763411887154234e-12,raw data,831.2027060985565,GEE,10000,5,3
x,0.36976225219405473,0.04243036610503479,75.94367139936806,0,raw data,831.2027060985565,GEE,10000,5,3
(Intercept),-231156032185316.75,342558328438329.25,0.4553458688797731,0.4998071583823859,aggregated data,0.01067495346069336,GEE,10000,5,3
x,122550288473618.23,113817280456570.6,1.1593438618580405,0.2816016592685273,aggregated data,0.01067495346069336,GEE,10000,5,3
x,0.3842819273201557,0.05352418325402823,7.1795944180285005,6.991852354709108e-13,raw data,NA,GLM,10000,5,3
x,0.384281932082841,0.05352639772345317,7.179297476139773,7.007053551610273e-13,aggregated data,NA,GLM,10000,5,3
(Intercept),-0.76511623883022,0.31107182430065644,6.049695095260487,0.01390869846022124,raw data,924.6017370224,GEE,10000,5,4
x,0.29753816951543866,0.0288797983758307,106.14439352149776,0,raw data,924.6017370224,GEE,10000,5,4
(Intercept),-0.7151114875327287,0.3660431404502142,3.8166555216656057,0.05074543399691822,aggregated data,0.00417685508728027,GEE,10000,5,4
x,0.21035926346832592,0.06560861308638412,10.280200113047655,0.00134465362416835,aggregated data,0.00417685508728027,GEE,10000,5,4
x,0.3327958573415041,0.04495722297250548,7.4025003178028195,1.3364387396719234e-13,raw data,NA,GLM,10000,5,4
x,0.3327958573418447,0.04495723289815948,7.402498683487016,1.3364551931958668e-13,aggregated data,NA,GLM,10000,5,4
(Intercept),-0.9175920170946968,0.4525316534304031,4.111509787610697,0.04259232371163157,raw data,815.9440848827362,GEE,10000,5,5
x,0.22624274093615515,0.04029738260822719,31.520683748940417,1.9732710465625303e-8,raw data,815.9440848827362,GEE,10000,5,5
(Intercept),969025700179659.6,2115851466792634,0.2097491633059368,0.6469640782761726,aggregated data,0.00558209419250488,GEE,10000,5,5
x,515671059869188.75,165299384068822.53,9.732021219506995,0.00181085245187451,aggregated data,0.00558209419250488,GEE,10000,5,5
x,0.2880164696090743,0.04928267789688193,5.8441724739819145,5.090926110213987e-9,raw data,NA,GLM,10000,5,5
x,0.2880164696090368,0.04928268042380954,5.84417217432617,5.090935273257879e-9,aggregated data,NA,GLM,10000,5,5
(Intercept),-0.8650899781422398,0.347195339530924,6.208329918886401,0.01271505323802113,raw data,1021.7816498279572,GEE,10000,5,6
x,0.3256948283646003,0.07537775861128006,18.669611742193624,1.554401494230362e-5,raw data,1021.7816498279572,GEE,10000,5,6
(Intercept),-0.5452630635139069,0.243520990251272,5.013480803269526,0.02515068872042025,aggregated data,0.0054020881652832,GEE,10000,5,6
x,0.35617566355035735,0.05751939434027222,38.344217131601305,5.93035620610749e-10,aggregated data,0.0054020881652832,GEE,10000,5,6
x,0.373332304165509,0.04615064844051471,8.089427056408772,5.994604142774387e-16,raw data,NA,GLM,10000,5,6
x,0.37333230416616553,0.04615066584728701,8.089424005311768,5.994754297854113e-16,aggregated data,NA,GLM,10000,5,6
(Intercept),-1.2629312377267878,0.6431352833615105,3.8561572721022497,0.04956372316301161,raw data,998.4126241207124,GEE,10000,5,7
x,0.24570888703256516,0.06016557649280373,16.67806126146951,4.429024921681623e-5,raw data,998.4126241207124,GEE,10000,5,7
(Intercept),-1.221055679272712,0.7102350020983428,2.9557438367880713,0.08557292140061201,aggregated data,0.00548720359802246,GEE,10000,5,7
x,0.313210743755501,0.04576584444501577,46.83713712465051,7.713718552793125e-12,aggregated data,0.00548720359802246,GEE,10000,5,7
x,0.37858475874297703,0.05888072052539632,6.429689639746962,1.2786474594160216e-10,raw data,NA,GLM,10000,5,7
x,0.3785847587428261,0.05888071286943326,6.429690475764615,1.2786404272349606e-10,aggregated data,NA,GLM,10000,5,7
(Intercept),-1.2248415606943113,0.26447033302683975,21.44894344964047,3.6337619174764417e-6,raw data,1022.164232969284,GEE,10000,5,8
x,0.2937938510507079,0.0327082062465045,80.68112565151452,0,raw data,1022.164232969284,GEE,10000,5,8
(Intercept),-1.3890162820867638,0.22312675292669773,38.753540221705315,4.808373699205504e-10,aggregated data,0.00407886505126953,GEE,10000,5,8
x,0.2293207859796586,0.03093605955707021,54.948627978507695,1.2367884494324244e-13,aggregated data,0.00407886505126953,GEE,10000,5,8
x,0.31546197266170095,0.04812643732989866,6.554858206088725,5.569477129607916e-11,raw data,NA,GLM,10000,5,8
x,0.3154619726617219,0.04812644222750956,6.554857539030811,5.5695020250663837e-11,aggregated data,NA,GLM,10000,5,8
(Intercept),-1.5763239946867331,0.18789060828073295,70.38511555872931,0,raw data,816.1506969928741,GEE,10000,5,9
x,0.17666667586305115,0.01764772433691253,100.21479728457244,0,raw data,816.1506969928741,GEE,10000,5,9
(Intercept),-1.6596316947176524,0.19517500864359116,72.30611469942632,0,aggregated data,0.00576090812683105,GEE,10000,5,9
x,0.15021759237446214,0.02527954285189819,35.31044265628359,2.811206933905907e-9,aggregated data,0.00576090812683105,GEE,10000,5,9
x,0.18307461819086784,0.05296877123406512,3.456274592096435,5.47697070313032e-4,raw data,NA,GLM,10000,5,9
x,0.18307461820275991,0.05296891947778129,3.4562649192712662,5.477167263406297e-4,aggregated data,NA,GLM,10000,5,9
(Intercept),-1.6075167711958842,0.22235028727987713,52.26797027141258,4.84168261039031e-13,raw data,875.6744968891144,GEE,10000,5,10
x,0.2945131482946022,0.03061554336169194,92.53913448240456,0,raw data,875.6744968891144,GEE,10000,5,10
(Intercept),-351917069196449.94,242310037858298.7,2.10929757497987,0.146406506958061,aggregated data,0.00588297843933105,GEE,10000,5,10
x,-1297618850608939,82995093415376.77,244.44967021737375,0,aggregated data,0.00588297843933105,GEE,10000,5,10
x,0.30670151873080376,0.05262168730821644,5.82842425660712,5.595318230457891e-9,raw data,NA,GLM,10000,5,10
x,0.3067015187308378,0.05262169226377167,5.828423707726173,5.595336630219544e-9,aggregated data,NA,GLM,10000,5,10
(Intercept),-1.536746698305075,0.45681143273705777,11.31698260327597,7.680141406457563e-4,raw data,858.5559830665588,GEE,10000,5,11
x,0.25559562761261523,0.0663209967411391,14.85267749980897,1.162429385678232e-4,raw data,858.5559830665588,GEE,10000,5,11
(Intercept),1.3060006346975106,1.3253098755800523,0.9710730641441978,0.3244127055540872,aggregated data,0.00694108009338378,GEE,10000,5,11
x,0.17965563149373243,0.08846566552799341,4.124128344320603,0.04227579415579852,aggregated data,0.00694108009338378,GEE,10000,5,11
x,0.30580763913114123,0.05555146615559785,5.504942718785927,3.6928832094133966e-8,raw data,NA,GLM,10000,5,11
x,0.3058076391313036,0.05555150769330471,5.50493860256039,3.692969493066789e-8,aggregated data,NA,GLM,10000,5,11
(Intercept),-1.663683911460973,0.6110707670625954,7.412396076726096,0.00647759966083061,raw data,884.283949136734,GEE,10000,5,12
x,0.20841199353547105,0.01998650208569215,108.73561850228944,0,raw data,884.283949136734,GEE,10000,5,12
(Intercept),-1.4835504616191355,0.550684477104231,7.257699404609952,0.00705976721278078,aggregated data,0.00344800949096679,GEE,10000,5,12
x,0.126649005591018,0.04410271233447996,8.246562774061086,0.0040829241390079,aggregated data,0.00344800949096679,GEE,10000,5,12
