term,estimate,std.error,statistic,p.value,data,time_secs,estimator,n,n_clus,seed
(Intercept),-0.9983780330417572,0.13490508417372402,54.76882189316664,1.3555823130673161e-13,aggregated data,0.02045202255249023,GEE,2500,50,15
x,0.2742397584200354,0.06951951994003693,15.56135127487865,7.98706547242567e-5,aggregated data,0.02045202255249023,GEE,2500,50,15
x,0.289542541171214,0.09792784293083472,2.9566927291119285,0.00310957828515796,raw data,NA,GLM,2500,50,15
x,0.28954254117121325,0.09792784393872236,2.9566926986812083,0.00310957859202073,aggregated data,NA,GLM,2500,50,15
(Intercept),-1.0047861491426466,0.14025761832288175,51.32091130082892,7.843725668976731e-13,raw data,0.9869101047515868,GEE,2500,50,16
x,0.2751355183440243,0.09305870102489196,8.74136682572555,0.00311071262378082,raw data,0.9869101047515868,GEE,2500,50,16
(Intercept),-1.009545241061684,0.1406699537820029,51.50493960359255,7.142064717413632e-13,aggregated data,0.02938294410705566,GEE,2500,50,16
x,0.2728437785179891,0.09413832276398652,8.40030776810946,0.00375157488722288,aggregated data,0.02938294410705566,GEE,2500,50,16
x,0.32893560972891794,0.09725248209327342,3.382284982849493,7.188552794776595e-4,raw data,NA,GLM,2500,50,16
x,0.32893560972892194,0.09725248401183988,3.382284916124878,7.188554540976472e-4,aggregated data,NA,GLM,2500,50,16
(Intercept),-1.1055644652453152,0.13725131542531985,64.88362590677386,7.771561172376098e-16,raw data,1.2183899879455566,GEE,2500,50,17
x,0.23191308607952077,0.08586691076329304,7.294555503253362,0.00691638791153936,raw data,1.2183899879455566,GEE,2500,50,17
(Intercept),-1.0857128066826909,0.13681676490135786,62.97255103861578,2.109423746787798e-15,aggregated data,0.02071404457092285,GEE,2500,50,17
x,0.25653464880198523,0.08660129128375493,8.774923263058028,0.00305400006148859,aggregated data,0.02071404457092285,GEE,2500,50,17
x,0.2660508252960748,0.10010050582505602,2.6578369719834125,0.00786439258952398,raw data,NA,GLM,2500,50,17
x,0.26605082529607677,0.10010050688170422,2.6578369439276432,0.00786439324417976,aggregated data,NA,GLM,2500,50,17
(Intercept),-1.1634030263952742,0.1624434834805285,51.292727141289895,7.956968417488497e-13,raw data,0.8685100078582764,GEE,2500,50,18
x,0.2732318568835658,0.07890389925271357,11.991285301372578,5.34499125766974e-4,raw data,0.8685100078582764,GEE,2500,50,18
(Intercept),-1.0950628848966515,0.16622889972299357,43.39753465977932,4.4675041444008905e-11,aggregated data,0.01470208168029785,GEE,2500,50,18
x,0.2551645953815626,0.08226110349436569,9.621699027597405,0.00192291756693574,aggregated data,0.01470208168029785,GEE,2500,50,18
x,0.3490523802873448,0.1045981744455998,3.337079085150598,8.466385358086365e-4,raw data,NA,GLM,2500,50,18
x,0.3490523802873484,0.10459817680227768,3.3370790099636576,8.466387648478417e-4,aggregated data,NA,GLM,2500,50,18
(Intercept),-1.2048919885467255,0.14960199044564082,64.86665301025153,7.771561172376098e-16,raw data,0.9808499813079834,GEE,2500,50,19
x,0.4750779912655499,0.09095460735972044,27.28226457215114,1.7581668210198137e-7,raw data,0.9808499813079834,GEE,2500,50,19
(Intercept),-1.184941173034341,0.1507029796871322,61.82297524921667,3.774758283725532e-15,aggregated data,0.01923012733459472,GEE,2500,50,19
x,0.45682510549813754,0.0923755153487842,24.456042353137025,7.602470677436912e-7,aggregated data,0.01923012733459472,GEE,2500,50,19
x,0.5949998312864374,0.1034941172755626,5.749117408308297,8.971050797896052e-9,raw data,NA,GLM,2500,50,19
x,0.5949998315008928,0.10349477048517336,5.749081124694435,8.972975967846233e-9,aggregated data,NA,GLM,2500,50,19
(Intercept),-1.3371456618461997,0.12360183158715782,117.03280834999268,0,raw data,0.6446290016174316,GEE,2500,50,20
x,0.2496518831684405,0.0927082349470862,7.251587093017021,0.0070838375392519,raw data,0.6446290016174316,GEE,2500,50,20
(Intercept),-1.3135187697406163,0.12159154279523224,116.69864897481344,0,aggregated data,0.02476811408996582,GEE,2500,50,20
x,0.2736040792645481,0.09197785433838548,8.848682003229754,0.00293300610064306,aggregated data,0.02476811408996582,GEE,2500,50,20
x,0.291979950433299,0.10628817254989802,2.747059653285752,0.0060132196338035,raw data,NA,GLM,2500,50,20
x,0.2919799504333014,0.10628817506478153,2.7470595882876214,0.00601322082552497,aggregated data,NA,GLM,2500,50,20
(Intercept),-1.1378919387303434,0.10310982212418536,121.7872898441129,0,raw data,1.9933102130889893,GEE,5000,50,1
x,0.3641301986676994,0.07755735107575287,22.04283556764151,2.6663303700491525e-6,raw data,1.9933102130889893,GEE,5000,50,1
(Intercept),-1.1353100483705902,0.10713285288379228,112.30099994133604,0,aggregated data,0.01972699165344238,GEE,5000,50,1
x,0.3601416689072936,0.08047603279397891,20.02689531487579,7.636056991722207e-6,aggregated data,0.01972699165344238,GEE,5000,50,1
x,0.4013888454839335,0.06766396209137819,5.9320919597033015,2.990990120210259e-9,raw data,NA,GLM,5000,50,1
x,0.4013888458808087,0.06766430689507545,5.932061736821271,2.99154088395368e-9,aggregated data,NA,GLM,5000,50,1
(Intercept),-1.0535462250582126,0.13972911319935677,56.85038172032024,4.707345624410664e-14,raw data,1.994088888168335,GEE,5000,50,2
x,0.27111733291023643,0.05589096521422374,23.530510397276895,1.2294853030114794e-6,raw data,1.994088888168335,GEE,5000,50,2
(Intercept),-1.0606393103499532,0.14697607714201502,52.07654161926286,5.337952302397755e-13,aggregated data,0.01632308959960937,GEE,5000,50,2
x,0.26781665043020925,0.05967034876974029,20.14456972268297,7.180380949267651e-6,aggregated data,0.01632308959960937,GEE,5000,50,2
x,0.33384677258808915,0.07054810017978362,4.732186575362334,2.221141078321643e-6,raw data,NA,GLM,5000,50,2
x,0.3338467727197036,0.07054833582700827,4.7321707706660865,2.221314074384401e-6,aggregated data,NA,GLM,5000,50,2
(Intercept),-1.1595008889871443,0.12795445182813756,82.11667779084958,0,raw data,1.910344123840332,GEE,5000,50,3
x,0.2469929849110025,0.05500959310241974,20.16008561510464,7.122370921819332e-6,raw data,1.910344123840332,GEE,5000,50,3
(Intercept),-1.1489524481442923,0.13565309823626198,71.73724189980256,0,aggregated data,0.03360915184020996,GEE,5000,50,3
x,0.25126383599042446,0.05913372014338351,18.054670557215175,2.1465141710197425e-5,aggregated data,0.03360915184020996,GEE,5000,50,3
x,0.28789614664740176,0.07074625968663466,4.069418622590318,4.71305976771137e-5,raw data,NA,GLM,5000,50,3
x,0.2878961466689208,0.07074639706134037,4.069410720934688,4.7132196021527015e-5,aggregated data,NA,GLM,5000,50,3
(Intercept),-1.0314889455988314,0.12857636065875008,64.3586459259364,9.992007221626409e-16,raw data,1.9798641204833984,GEE,5000,50,4
x,0.273979438491592,0.0593702209789843,21.296028127945853,3.935460728854423e-6,raw data,1.9798641204833984,GEE,5000,50,4
(Intercept),-1.02369990890449,0.13352488707847313,58.7788236963111,1.7652546091539992e-14,aggregated data,0.01598501205444336,GEE,5000,50,4
x,0.27204859418216537,0.06192059877676286,19.302905179867395,1.115365132453583e-5,aggregated data,0.01598501205444336,GEE,5000,50,4
x,0.31908066690378745,0.06818381668579293,4.679712612366454,2.872773136592885e-6,raw data,NA,GLM,5000,50,4
x,0.3190806672092654,0.06818421589655038,4.679685217666462,2.8731569965542426e-6,aggregated data,NA,GLM,5000,50,4
(Intercept),-1.1189648994781294,0.146599811934583,58.25941247315232,2.2981616609740744e-14,raw data,2.0287580490112305,GEE,5000,50,5
x,0.29963022698042774,0.05082604202994747,34.75350923609544,3.742035792342335e-9,raw data,2.0287580490112305,GEE,5000,50,5
(Intercept),-1.17032484603063,0.15732056279754134,55.34034568709059,1.013633621482768e-13,aggregated data,0.04621410369873047,GEE,5000,50,5
x,0.30777109864079916,0.05457825633511989,31.799211861780627,1.7096210336298157e-8,aggregated data,0.04621410369873047,GEE,5000,50,5
x,0.3741365491652623,0.07200352032426727,5.196086906311544,2.03527139882902e-7,raw data,NA,GLM,5000,50,5
x,0.3741365491617219,0.0720034930850568,5.1960888719629095,2.035249890004439e-7,aggregated data,NA,GLM,5000,50,5
(Intercept),-1.099984596143983,0.13588353793544786,65.52990150829781,5.551115123125785e-16,raw data,2.029719114303589,GEE,5000,50,6
x,0.2887862755725223,0.04571727293383984,39.90179806653813,2.6705726519082873e-10,raw data,2.029719114303589,GEE,5000,50,6
(Intercept),-1.1809537701643489,0.1518911526559643,60.45063096485524,7.549516567451064e-15,aggregated data,0.02133798599243164,GEE,5000,50,6
x,0.3124971547251905,0.04637737687443792,45.40250058832697,1.6042944750438437e-11,aggregated data,0.02133798599243164,GEE,5000,50,6
x,0.35398223548406527,0.07144805169601719,4.954400114227296,7.255377491264207e-7,raw data,NA,GLM,5000,50,6
x,0.35398223548715657,0.0714481002292182,4.954396748850126,7.255503054867843e-7,aggregated data,NA,GLM,5000,50,6
(Intercept),-1.0178244821380544,0.12715829494967185,64.07024638355699,1.2212453270876722e-15,raw data,1.8300578594207764,GEE,5000,50,7
x,0.27323290440723497,0.06271465278569359,18.98138739399635,1.3199981566902608e-5,raw data,1.8300578594207764,GEE,5000,50,7
(Intercept),-1.0672940783593217,0.13896369665743763,58.98824598921888,1.5876189252139742e-14,aggregated data,0.01413583755493164,GEE,5000,50,7
x,0.2630044274519123,0.0671546094679744,15.338202365422946,8.988043520463673e-5,aggregated data,0.01413583755493164,GEE,5000,50,7
x,0.33451169724682883,0.06974427940954178,4.796259995498125,1.616554349667824e-6,raw data,NA,GLM,5000,50,7
x,0.3345116976038148,0.0697447170679293,4.796229903377632,1.6167970918153108e-6,aggregated data,NA,GLM,5000,50,7
(Intercept),-1.1898452302481504,0.13208300672678136,81.14972543148278,0,raw data,1.558669090270996,GEE,5000,50,8
x,0.22881300429817927,0.05374734315431274,18.123722536614437,2.0700634490000706e-5,raw data,1.558669090270996,GEE,5000,50,8
(Intercept),-1.1619409667504643,0.12751868407875355,83.02721741029418,0,aggregated data,0.03250885009765625,GEE,5000,50,8
x,0.25022928964928876,0.05327087127853531,22.064631873937152,2.6362248015665557e-6,aggregated data,0.03250885009765625,GEE,5000,50,8
x,0.26312128996824385,0.07081794482697058,3.715460687416556,2.0283380079145195e-4,raw data,NA,GLM,5000,50,8
x,0.26312129008390206,0.07081819908301534,3.71544734956424,2.0284450107965917e-4,aggregated data,NA,GLM,5000,50,8
(Intercept),-1.223632661474181,0.1415125516052925,74.76738612761939,0,raw data,1.7102439403533936,GEE,5000,50,9
x,0.19590072151970775,0.06142951178495542,10.169929529737132,0.00142749731387137,raw data,1.7102439403533936,GEE,5000,50,9
(Intercept),-1.2495538721250885,0.13883470151782298,81.00538816877989,0,aggregated data,0.01746702194213867,GEE,5000,50,9
x,0.1972040579931698,0.06140578728280767,10.31366657582993,0.00132048669575268,aggregated data,0.01746702194213867,GEE,5000,50,9
x,0.2311064320414878,0.0721458150638555,3.2033241545187052,0.00135850975291872,raw data,NA,GLM,5000,50,9
x,0.23110643204168052,0.07214582647980416,3.20332364764543,0.00135851214419603,aggregated data,NA,GLM,5000,50,9
(Intercept),-1.521006199694341,0.12713182434794512,143.13749422630084,0,raw data,1.7562270164489746,GEE,5000,50,10
x,0.3147857831635803,0.07878730234514118,15.963119268528098,6.458859092828284e-5,raw data,1.7562270164489746,GEE,5000,50,10
(Intercept),-1.548420684140444,0.13229945003634197,136.98147883226056,0,aggregated data,0.01888298988342285,GEE,5000,50,10
x,0.3193545794673388,0.08197656870460596,15.176332194925893,9.792311190515156e-5,aggregated data,0.01888298988342285,GEE,5000,50,10
x,0.3538612897520261,0.07583361068702499,4.6662856554787675,3.0669325738621035e-6,raw data,NA,GLM,5000,50,10
x,0.35386128975220227,0.07583361523306861,4.666285375748441,3.066936747047759e-6,aggregated data,NA,GLM,5000,50,10
(Intercept),-1.4674486520372594,0.11577625073994774,160.65226926520805,0,raw data,1.4891009330749512,GEE,5000,50,11
x,0.2911217888040753,0.07323088004438369,15.803777829873209,7.026207777094395e-5,raw data,1.4891009330749512,GEE,5000,50,11
(Intercept),-1.4891190230222555,0.12181871877715786,149.4275817861748,0,aggregated data,0.02066683769226074,GEE,5000,50,11
x,0.2870869561986822,0.07664108069091027,14.03148646314566,1.797749871600418e-4,aggregated data,0.02066683769226074,GEE,5000,50,11
x,0.33037541730890024,0.07485165877507377,4.413735416360846,1.01602120956613e-5,raw data,NA,GLM,5000,50,11
x,0.3303754173817987,0.07485192349199618,4.41371980797695,1.016094501209348e-5,aggregated data,NA,GLM,5000,50,11
(Intercept),-1.2998699593505396,0.12734663204123914,104.18972386891907,0,raw data,1.421618938446045,GEE,5000,50,12
x,0.2781347442031621,0.06093968277795713,20.83099952841094,5.016440813410128e-6,raw data,1.421618938446045,GEE,5000,50,12
(Intercept),-1.2772399719295835,0.12222586644174904,109.19902329321148,0,aggregated data,0.01400494575500488,GEE,5000,50,12
x,0.3062775776594608,0.05898645564003724,26.960367313873057,2.0767025532553165e-7,aggregated data,0.01400494575500488,GEE,5000,50,12
x,0.31464473125070114,0.0724968963664795,4.340113122362351,1.4240938574867658e-5,raw data,NA,GLM,5000,50,12
x,0.3146447312513274,0.07249690686675944,4.340112493759305,1.4240979313396657e-5,aggregated data,NA,GLM,5000,50,12
(Intercept),-1.1580103377577975,0.12763944183191292,82.31046973455517,0,raw data,1.601032018661499,GEE,5000,50,13
x,0.1865878081790186,0.06033100334413999,9.5650100418169,0.00198321114810484,raw data,1.601032018661499,GEE,5000,50,13
(Intercept),-1.128770371226155,0.12170409438929897,86.02027453558443,0,aggregated data,0.01823186874389648,GEE,5000,50,13
x,0.19022334662936072,0.05800075633405786,10.75623599911918,0.00103928535544717,aggregated data,0.01823186874389648,GEE,5000,50,13
x,0.2174118264252779,0.07114403347544872,3.055938998739861,0.00224356896564652,raw data,NA,GLM,5000,50,13
x,0.2174118264252735,0.071144034459012,3.0559389564915715,0.00224356928177423,aggregated data,NA,GLM,5000,50,13
(Intercept),-1.0126074408060308,0.12157793109101796,69.37016561494715,1.1102230246251563e-16,raw data,1.5875451564788818,GEE,5000,50,14
x,0.24262646523084472,0.05363422998375781,20.464080824058048,6.076088524320511e-6,raw data,1.5875451564788818,GEE,5000,50,14
(Intercept),-1.0000413573980458,0.12656879406501978,62.42846224814055,2.7755575615628914e-15,aggregated data,0.01403117179870605,GEE,5000,50,14
x,0.24245481853367745,0.05647438633032944,18.431411636358863,1.7613051650267053e-5,aggregated data,0.01403117179870605,GEE,5000,50,14
x,0.2824380745352513,0.06822883879055032,4.139570298159155,3.4795696505672176e-5,raw data,NA,GLM,5000,50,14
x,0.28243807453469183,0.0682288244847478,4.139571166110731,3.479556486488186e-5,aggregated data,NA,GLM,5000,50,14
(Intercept),-0.8844579904459302,0.1199092110079308,54.4063171624499,1.630917623174355e-13,raw data,1.870332956314087,GEE,5000,50,15
x,0.21371976620962568,0.05255057841016405,16.539957137155163,4.7635602102302776e-5,raw data,1.870332956314087,GEE,5000,50,15
(Intercept),-0.9028736470400484,0.12164644105882932,55.08776327053233,1.1524114995609125e-13,aggregated data,0.01708316802978515,GEE,5000,50,15
x,0.2011118717043141,0.05386286272415654,13.941084268175567,1.8863016719394832e-4,aggregated data,0.01708316802978515,GEE,5000,50,15
x,0.2515632815122182,0.06674278032451587,3.769145970381672,1.6380707338342642e-4,raw data,NA,GLM,5000,50,15
x,0.25156328174763876,0.0667431596154546,3.7691245544418073,1.6382112741236235e-4,aggregated data,NA,GLM,5000,50,15
(Intercept),-1.0216384443323947,0.1160347901526089,77.52075822088614,0,raw data,1.7047741413116455,GEE,5000,50,16
x,0.20015601985698944,0.06636455486555307,9.096303480394408,0.00256126610877682,raw data,1.7047741413116455,GEE,5000,50,16
(Intercept),-1.0251227553232714,0.1155515801721234,78.7045735677848,0,aggregated data,0.02121901512145996,GEE,5000,50,16
x,0.19394764696203973,0.06684771823742204,8.417746724008762,0.00371576010116425,aggregated data,0.02121901512145996,GEE,5000,50,16
x,0.23072157732240464,0.06800473339781352,3.392728208678233,6.92002627637468e-4,raw data,NA,GLM,5000,50,16
x,0.23072157772457327,0.0680053278217453,3.392698559285498,6.920775276095594e-4,aggregated data,NA,GLM,5000,50,16
(Intercept),-1.1078239177128075,0.12746576089746567,75.53607057944663,0,raw data,1.767874002456665,GEE,5000,50,17
x,0.27217571562987153,0.0546403793374555,24.81254635553995,6.318486496237341e-7,raw data,1.767874002456665,GEE,5000,50,17
(Intercept),-1.0880748095867268,0.12887008763798022,71.2874802209341,0,aggregated data,0.01952409744262695,GEE,5000,50,17
x,0.23706098039088463,0.0563615293107738,17.691090934695342,2.5984075010421215e-5,aggregated data,0.01952409744262695,GEE,5000,50,17
x,0.32477419730700824,0.06973826996000873,4.657044080577986,3.207817808747244e-6,raw data,NA,GLM,5000,50,17
x,0.3247741973070024,0.06973827064673994,4.657044034718757,3.207818523020787e-6,aggregated data,NA,GLM,5000,50,17
(Intercept),-1.1687924016560214,0.14629272966384743,63.83065077849526,1.3322676295501878e-15,raw data,1.8772218227386477,GEE,5000,50,18
x,0.2853512470952528,0.06619092455169469,18.585003840525864,1.6249379432453637e-5,raw data,1.8772218227386477,GEE,5000,50,18
(Intercept),-1.1049633094216738,0.14379847669015045,59.04554613964482,1.5432100042289676e-14,aggregated data,0.02619290351867675,GEE,5000,50,18
x,0.31815825468804915,0.06544504724643342,23.633759949001863,1.1652514956272952e-6,aggregated data,0.02619290351867675,GEE,5000,50,18
x,0.34595943122609984,0.07218543975410702,4.792648384557585,1.6459395036862365e-6,raw data,NA,GLM,5000,50,18
x,0.3459594313884094,0.0721857365481035,4.792628681676846,1.646101211648535e-6,aggregated data,NA,GLM,5000,50,18
(Intercept),-1.0789307912729635,0.13392644210745103,64.9014667655491,7.771561172376098e-16,raw data,1.9721941947937012,GEE,5000,50,19
x,0.2643310307242087,0.06772102683545626,15.235237533702843,9.491576146392068e-5,raw data,1.9721941947937012,GEE,5000,50,19
(Intercept),-1.0365476923366537,0.13397208615161257,59.861822947032465,1.021405182655144e-14,aggregated data,0.01849007606506347,GEE,5000,50,19
x,0.2501845984946741,0.06694965105765996,13.96447156111014,1.8629802342440271e-4,aggregated data,0.01849007606506347,GEE,5000,50,19
x,0.31645029142147124,0.06990969995608332,4.526557711165442,5.995223232486732e-6,raw data,NA,GLM,5000,50,19
x,0.31645029142172837,0.0699097109167336,4.526557001482075,5.9952433566668664e-6,aggregated data,NA,GLM,5000,50,19
(Intercept),-1.3202875516117858,0.12735095657426265,107.48123158498308,0,raw data,1.9133329391479492,GEE,5000,50,20
x,0.26244593344335715,0.05246746246925371,25.02070684941239,5.671791175609897e-7,raw data,1.9133329391479492,GEE,5000,50,20
(Intercept),-1.309484270230848,0.1249473649072986,109.83641998222838,0,aggregated data,0.01878690719604492,GEE,5000,50,20
x,0.25131475893517863,0.05123630586793667,24.05915493900143,9.342103488574338e-7,aggregated data,0.01878690719604492,GEE,5000,50,20
x,0.30674807607419907,0.0731867334254848,4.191307108774231,2.7735193156145136e-5,raw data,NA,GLM,5000,50,20
x,0.30674807607472226,0.07318675657143588,4.1913057832438945,2.7735355222682643e-5,aggregated data,NA,GLM,5000,50,20
(Intercept),-1.124606757575748,0.10333514523894012,118.44187370390168,0,raw data,3.984303951263428,GEE,7500,50,1
x,0.29584494047045734,0.04866924116040716,36.95039990539334,1.2117283842982827e-9,raw data,3.984303951263428,GEE,7500,50,1
(Intercept),-1.1060850729694165,0.10444523891681574,112.1501264141919,0,aggregated data,0.01444792747497558,GEE,7500,50,1
x,0.2893274957444837,0.04951905350564324,34.137738387932835,5.134575986609491e-9,aggregated data,0.01444792747497558,GEE,7500,50,1
x,0.32825166068417716,0.05513770284231013,5.953306789420541,2.6277803930206374e-9,raw data,NA,GLM,7500,50,1
x,0.3282516607019327,0.05513776564910881,5.9533000083988385,2.6278893215081223e-9,aggregated data,NA,GLM,7500,50,1
(Intercept),-1.040612599295076,0.13424070162809984,60.0910417240938,9.103828801926284e-15,raw data,4.0183398723602295,GEE,7500,50,2
x,0.31245161586978737,0.03764452359459181,68.89091282040943,1.1102230246251563e-16,raw data,4.0183398723602295,GEE,7500,50,2
(Intercept),-1.0797976798075268,0.15518042819307,48.41845063409038,3.443134666269998e-12,aggregated data,0.01395606994628906,GEE,7500,50,2
x,0.3045353245091185,0.04401654436873753,47.86779949867544,4.559463917530593e-12,aggregated data,0.01395606994628906,GEE,7500,50,2
x,0.3893519986096858,0.05745360635132857,6.776806946265477,1.2286087962425572e-11,raw data,NA,GLM,7500,50,2
x,0.3893519986101372,0.05745362108603901,6.776805208275168,1.2286235695768204e-11,aggregated data,NA,GLM,7500,50,2
(Intercept),-1.2824531889813708,0.10163000073360225,159.23523979043242,0,raw data,3.6752820014953618,GEE,7500,50,3
x,0.15797446577583135,0.05947329194616155,7.055533115385552,0.00790207893234629,raw data,3.6752820014953618,GEE,7500,50,3
(Intercept),-1.251551447731856,0.10548645357349964,140.76802921602155,0,aggregated data,0.01340413093566894,GEE,7500,50,3
x,0.16323656141231857,0.06343222079026248,6.622394410584971,0.01007043567236409,aggregated data,0.01340413093566894,GEE,7500,50,3
x,0.1758263792772947,0.05854255527246675,3.0033943420981473,0.00266986236807653,raw data,NA,GLM,7500,50,3
x,0.17582637942260637,0.05854297954712917,3.0033725782791754,0.00267005332669223,aggregated data,NA,GLM,7500,50,3
(Intercept),-0.9807341584320493,0.11941740908675662,67.44772644072704,2.220446049250313e-16,raw data,3.4655280113220215,GEE,7500,50,4
x,0.300806485750166,0.0517356147647416,33.806107152080855,6.088742399157354e-9,raw data,3.4655280113220215,GEE,7500,50,4
(Intercept),-0.9612138006363304,0.12263351988329724,61.435812688761864,4.551914400963142e-15,aggregated data,0.01363015174865722,GEE,7500,50,4
x,0.3140973350931706,0.05245740642457035,35.8521227134813,2.128759724051576e-9,aggregated data,0.01363015174865722,GEE,7500,50,4
x,0.35283814131061103,0.05532114309367771,6.377998023524835,1.7941782901280927e-10,raw data,NA,GLM,7500,50,4
x,0.3528381413106697,0.05532114684131135,6.377997591459655,1.7941833505645643e-10,aggregated data,NA,GLM,7500,50,4
(Intercept),-1.102388723780259,0.14085353289798563,61.25394095147888,4.996003610813205e-15,raw data,3.461851119995117,GEE,7500,50,5
x,0.2849287008058431,0.05479233258805151,27.04162693127991,1.991208655738319e-7,raw data,3.461851119995117,GEE,7500,50,5
(Intercept),-1.0795291974000143,0.14420896046859727,56.038215032698595,7.105427357601003e-14,aggregated data,0.01209402084350586,GEE,7500,50,5
x,0.2928980345094871,0.0575086484992337,25.939798122353857,3.522319654836181e-7,aggregated data,0.01209402084350586,GEE,7500,50,5
x,0.35027616874185047,0.05810668717508736,6.028155893424049,1.6584104657257267e-9,raw data,NA,GLM,7500,50,5
x,0.35027616875443146,0.05810671769083585,6.028152727850164,1.658442941248156e-9,aggregated data,NA,GLM,7500,50,5
(Intercept),-1.1441549486367546,0.13930976895010772,67.45381897432434,2.220446049250313e-16,raw data,3.3336620330810547,GEE,7500,50,6
x,0.31621567295259656,0.04693148475538553,45.398154131404866,1.6078582909528905e-11,raw data,3.3336620330810547,GEE,7500,50,6
(Intercept),-1.1151605103909727,0.1432671042426774,60.58732776735302,6.994405055138486e-15,aggregated data,0.01470804214477539,GEE,7500,50,6
x,0.30712525209725855,0.04904932071162319,39.207130442697384,3.8114578160275414e-10,aggregated data,0.01470804214477539,GEE,7500,50,6
x,0.387661084785077,0.05835757288918839,6.642858254595042,3.076576855581975e-11,raw data,NA,GLM,7500,50,6
x,0.3876610848038752,0.05835762609673427,6.642852198293395,3.0767033225580296e-11,aggregated data,NA,GLM,7500,50,6
(Intercept),-0.9914899802742289,0.133633523012186,55.04854233094712,1.1757261830780408e-13,raw data,3.5532491207122803,GEE,7500,50,7
x,0.28097724654630546,0.04665809779354339,36.265047154054166,1.722251230518168e-9,raw data,3.5532491207122803,GEE,7500,50,7
(Intercept),-1.014921493441164,0.1307564953925214,60.24740644639905,8.326672684688674e-15,aggregated data,0.01296591758728027,GEE,7500,50,7
x,0.2985447181318739,0.04633527463922891,41.51406882642785,1.1702572244587373e-10,aggregated data,0.01296591758728027,GEE,7500,50,7
x,0.3435644523450005,0.05654822086894465,6.075601443611118,1.2352386098585035e-9,raw data,NA,GLM,7500,50,7
x,0.3435644523450645,0.0565482246248563,6.075601040073105,1.235241716445434e-9,aggregated data,NA,GLM,7500,50,7
(Intercept),-1.2331908150126918,0.12344887297207124,99.78983487218868,0,raw data,3.521885871887207,GEE,7500,50,8
x,0.2402324390353379,0.04559230991912841,27.76387682362002,1.3706153112469366e-7,raw data,3.521885871887207,GEE,7500,50,8
(Intercept),-1.189815253825745,0.12547045447887747,89.92410471113773,0,aggregated data,0.01058316230773925,GEE,7500,50,8
x,0.24598251812510155,0.04655610904002569,27.91612490173664,1.2668957471984046e-7,aggregated data,0.01058316230773925,GEE,7500,50,8
x,0.27954396924337654,0.05857177794317448,4.77267344547038,1.817964286176962e-6,raw data,NA,GLM,7500,50,8
x,0.27954396924361236,0.05857178682379935,4.772672721844057,1.8179708202786404e-6,aggregated data,NA,GLM,7500,50,8
(Intercept),-1.2434356732353649,0.13461220963374612,85.32528336465525,0,raw data,3.2637689113616943,GEE,7500,50,9
x,0.1869753350272662,0.05792419682375643,10.419541265775823,0.00124688862452626,raw data,3.2637689113616943,GEE,7500,50,9
(Intercept),-1.2228054939309192,0.13926109856681096,77.10013331317525,0,aggregated data,0.00895380973815918,GEE,7500,50,9
x,0.16623425288850596,0.06034777544474266,7.587845867745503,0.00587631237834995,aggregated data,0.00895380973815918,GEE,7500,50,9
x,0.2224502564472348,0.05934797763110707,3.7482365082418263,1.780822900119927e-4,raw data,NA,GLM,7500,50,9
x,0.22245025644686972,0.05934796102380237,3.748237557102472,1.7808154545957648e-4,aggregated data,NA,GLM,7500,50,9
(Intercept),-1.504251278968677,0.11119513275318292,183.00764123771933,0,raw data,3.2926759719848633,GEE,7500,50,10
x,0.21619094699574704,0.05478438926580395,15.572608260737187,7.939651760868749e-5,raw data,3.2926759719848633,GEE,7500,50,10
(Intercept),-1.5046063841180726,0.11629756184441582,167.38039198465958,0,aggregated data,0.01184606552124023,GEE,7500,50,10
x,0.21216559366235732,0.05817854871960753,13.299158036712113,2.6552532852242017e-4,aggregated data,0.01184606552124023,GEE,7500,50,10
x,0.2379901302948709,0.06151062407250211,3.869089834210651,1.0924238951622088e-4,raw data,NA,GLM,7500,50,10
x,0.237990130308992,0.06151071007542923,3.869084424763589,1.09244812968777e-4,aggregated data,NA,GLM,7500,50,10
(Intercept),-1.521940634776272,0.11939820946539968,162.47995760402608,0,raw data,3.2372870445251465,GEE,7500,50,11
x,0.29732265403529884,0.04526698362221565,43.141266390632175,5.092670729567317e-11,raw data,3.2372870445251465,GEE,7500,50,11
(Intercept),-1.475023371113631,0.11965599038961978,151.9598693968796,0,aggregated data,0.00966405868530273,GEE,7500,50,11
x,0.28651080914199667,0.04618771761100771,38.479464409967534,5.533286051573325e-10,aggregated data,0.00966405868530273,GEE,7500,50,11
x,0.33449204189117465,0.0617663572858106,5.415440647460952,6.113795044070328e-8,raw data,NA,GLM,7500,50,11
x,0.3344920418907588,0.06176634474168725,5.415441747275745,6.11375746190897e-8,aggregated data,NA,GLM,7500,50,11
(Intercept),-1.2603556228397137,0.13461173598554657,87.66381294149869,0,raw data,4.722037076950073,GEE,7500,50,12
x,0.1879125772872524,0.04778826738501692,15.462123159209764,8.417527148496529e-5,raw data,4.722037076950073,GEE,7500,50,12
(Intercept),-1.243156383135075,0.13978598291374325,79.09049239838397,0,aggregated data,0.02121996879577636,GEE,7500,50,12
x,0.18343718284000896,0.04865380219199455,14.214813753795257,1.6308161149714007e-4,aggregated data,0.02121996879577636,GEE,7500,50,12
x,0.21890359432664727,0.05912372449286697,3.702466246913404,2.1351377357870915e-4,raw data,NA,GLM,7500,50,12
